BHK,Size,StayFloor,Bathrooms,Furnishing Status,Tenant Type,Area Type,Area Locality,Rent,,City,Point of Contact
3,1350,2,2,Unfurnished,Family,Carpet Area,"Annapurna Apartment, Rajarhat Chowmatha",15000,,Kolkata,Contact Owner
2,600,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Park Circus, Ballygunge",7000,,Kolkata,Contact Owner
3,1200,1,1,Furnished,Bachelors/Family,Super Area,Belghoria,10000,,Kolkata,Contact Owner
2,700,1,1,Unfurnished,Bachelors/Family,Super Area,"Haridevpur, Paschim Putiary",7000,,Kolkata,Contact Agent
3,800,2,2,Furnished,Bachelors/Family,Carpet Area,Bhawanipur,3200,,Kolkata,Contact Owner
2,600,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Santoshpur,6000,,Kolkata,Contact Owner
2,900,2,2,Unfurnished,Bachelors/Family,Super Area,Tollygunge,12000,,Kolkata,Contact Owner
2,750,1,1,Unfurnished,Bachelors/Family,Super Area,Behala,6000,,Kolkata,Contact Owner
3,1250,2,2,Unfurnished,Bachelors/Family,Super Area,Jaffarpore Rifle Range Road,10000,,Kolkata,Contact Owner
3,1000,3,3,Semi-Furnished,Bachelors/Family,Super Area,Dariya,12000,,Kolkata,Contact Owner
2,600,1,1,Semi-Furnished,Bachelors/Family,Super Area,Howrah,8000,,Kolkata,Contact Owner
2,650,1,1,Unfurnished,Bachelors/Family,Carpet Area,Sodepur,5300,,Kolkata,Contact Owner
2,450,1,1,Unfurnished,Bachelors,Carpet Area,Liluah,5000,,Kolkata,Contact Owner
3,800,2,2,Unfurnished,Bachelors/Family,Super Area,Near DumDum Metro,8500,,Kolkata,Contact Owner
3,1000,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,"Sukanta Nagar, New Barrakpur",22000,,Kolkata,Contact Owner
2,1000,1,1,Unfurnished,Bachelors/Family,Super Area,"Kumarpara, Narendrapur",7000,,Kolkata,Contact Owner
3,1400,3,3,Furnished,Bachelors,Carpet Area,Salt Lake City,25000,,Kolkata,Contact Agent
2,600,1,1,Semi-Furnished,Bachelors,Carpet Area,Barrackpore,7000,,Kolkata,Contact Owner
2,723,1,1,Furnished,Family,Carpet Area,Narendrapur,15000,,Kolkata,Contact Owner
1,320,1,1,Unfurnished,Bachelors/Family,Carpet Area,Sahid Nagar,6000,,Kolkata,Contact Owner
2,900,1,1,Semi-Furnished,Bachelors/Family,Super Area,Belghoria,8000,,Kolkata,Contact Owner
3,1400,2,2,Furnished,Bachelors/Family,Carpet Area,Salt Lake City Sector 2,40000,,Kolkata,Contact Agent
1,2160,1,1,Semi-Furnished,Bachelors,Super Area,Kasba,6000,,Kolkata,Contact Owner
2,650,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,kasba bosepukur,15000,,Kolkata,Contact Owner
2,800,1,1,Semi-Furnished,Bachelors/Family,Super Area,Kanchrapara,6500,,Kolkata,Contact Owner
3,800,1,1,Semi-Furnished,Bachelors/Family,Super Area,Bansdroni,8000,,Kolkata,Contact Owner
1,500,1,1,Unfurnished,Bachelors/Family,Carpet Area,"Garia Station, Garia",5500,,Kolkata,Contact Owner
3,1700,2,2,Semi-Furnished,Bachelors/Family,Super Area,Panchanantala Road,9000,,Kolkata,Contact Owner
1,130,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Bow Bazar,6000,,Kolkata,Contact Owner
1,505,1,1,Furnished,Bachelors/Family,Super Area,Kasba,15000,,Kolkata,Contact Owner
4,4000,3,3,Furnished,Bachelors/Family,Super Area,"Sakher Bazar, Purba Barisha",30000,,Kolkata,Contact Agent
3,1250,2,2,Unfurnished,Bachelors/Family,Super Area,New Alipore,30000,,Kolkata,Contact Owner
1,700,1,1,Unfurnished,Bachelors/Family,Carpet Area,My Own House,5000,,Kolkata,Contact Owner
2,900,1,1,Unfurnished,Bachelors,Super Area,"Park Circus, Ballygunge",15000,,Kolkata,Contact Owner
1,650,1,1,Semi-Furnished,Bachelors/Family,Super Area,Joka,6500,,Kolkata,Contact Owner
2,750,1,1,Furnished,Bachelors/Family,Super Area,Azadgarh,4500,,Kolkata,Contact Owner
2,450,1,1,Unfurnished,Bachelors/Family,Carpet Area,Mandirtala,7000,,Kolkata,Contact Owner
1,350,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Dhakuria,6500,,Kolkata,Contact Owner
1,480,2,2,Furnished,Bachelors,Carpet Area,Rabindra Sarovar Metro,17500,,Kolkata,Contact Owner
2,900,1,1,Unfurnished,Bachelors/Family,Super Area,Garia,10000,,Kolkata,Contact Owner
1,200,1,1,Semi-Furnished,Bachelors/Family,Super Area,Santoshpur,1500,,Kolkata,Contact Owner
3,1100,3,3,Unfurnished,Bachelors/Family,Super Area,"Regent Estate, Bijoygarh",25000,,Kolkata,Contact Owner
2,800,1,1,Unfurnished,Bachelors/Family,Carpet Area,Kasba,12000,,Kolkata,Contact Owner
3,1000,2,2,Furnished,Bachelors/Family,Carpet Area,south station pally dankuni,7500,,Kolkata,Contact Owner
1,800,1,1,Unfurnished,Bachelors/Family,Carpet Area,Kumargali,7000,,Kolkata,Contact Owner
1,200,1,1,Semi-Furnished,Bachelors/Family,Super Area,Baguihati,3500,,Kolkata,Contact Owner
3,1190,2,2,Unfurnished,Bachelors/Family,Carpet Area,Sarsuna,10000,,Kolkata,Contact Owner
2,900,2,2,Unfurnished,Bachelors,Carpet Area,Salt Lake City,14000,,Kolkata,Contact Agent
2,1500,2,2,Unfurnished,Bachelors/Family,Super Area,Garia,15000,,Kolkata,Contact Owner
2,600,1,1,Unfurnished,Bachelors/Family,Super Area,Thakurpukur,6500,,Kolkata,Contact Owner
3,800,1,1,Unfurnished,Bachelors/Family,Super Area,Brahmapur,10000,,Kolkata,Contact Owner
2,800,2,2,Unfurnished,Family,Carpet Area,Santoshpur,10500,,Kolkata,Contact Owner
3,900,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Garia,10000,,Kolkata,Contact Owner
1,350,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Purba Barisha,5000,,Kolkata,Contact Owner
2,800,1,1,Unfurnished,Bachelors/Family,Carpet Area,Sodepur,9000,,Kolkata,Contact Owner
2,1600,2,2,Unfurnished,Bachelors,Carpet Area,Jadavpur University,20000,,Kolkata,Contact Owner
3,1012,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Salt Lake City Sector 1,35000,,Kolkata,Contact Owner
3,1200,2,2,Unfurnished,Bachelors,Carpet Area,"Pathak Para, Behala",15000,,Kolkata,Contact Owner
2,700,1,1,Furnished,Bachelors/Family,Super Area,Salt Lake City Sector 1,20000,,Kolkata,Contact Owner
2,1000,1,1,Semi-Furnished,Bachelors/Family,Super Area,Behala,12000,,Kolkata,Contact Owner
2,800,1,1,Unfurnished,Bachelors,Carpet Area,Thakurpukur,8000,,Kolkata,Contact Owner
1,500,1,1,Semi-Furnished,Bachelors/Family,Super Area,Hatiara,3000,,Kolkata,Contact Owner
3,1200,2,2,Semi-Furnished,Bachelors,Carpet Area,"Haridevpur, Paschim Putiary",20000,,Kolkata,Contact Owner
1,450,1,1,Unfurnished,Bachelors,Carpet Area,Salt Lake City Sector 2,9000,,Kolkata,Contact Agent
3,950,2,2,Unfurnished,Bachelors/Family,Carpet Area,"Rabindrapally, Garia",13000,,Kolkata,Contact Owner
1,350,1,1,Unfurnished,Bachelors/Family,Carpet Area,Salt Lake City Sector 5,7000,,Kolkata,Contact Agent
1,450,1,1,Unfurnished,Bachelors/Family,Carpet Area,Salt Lake City Sector 5,9000,,Kolkata,Contact Agent
1,550,1,1,Semi-Furnished,Bachelors,Carpet Area,"Bangur Avenue, Lake Town",9000,,Kolkata,Contact Owner
2,300,1,1,Unfurnished,Bachelors,Carpet Area,Keshtopur,10000,,Kolkata,Contact Owner
3,1250,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Sakher Bazar, Purba Barisha",15000,,Kolkata,Contact Owner
2,700,1,1,Unfurnished,Bachelors/Family,Super Area,Garia,7000,,Kolkata,Contact Owner
3,812,2,2,Unfurnished,Bachelors/Family,Super Area,Hooghly,8000,,Kolkata,Contact Owner
2,550,1,1,Unfurnished,Bachelors/Family,Super Area,"Kalabagan, Tollygunge",8000,,Kolkata,Contact Owner
1,500,1,1,Semi-Furnished,Bachelors/Family,Super Area,Rishra,5000,,Kolkata,Contact Owner
1,320,1,1,Furnished,Bachelors,Carpet Area,"Action Area 3, Rajarhat Newtown",14000,,Kolkata,Contact Owner
2,600,1,1,Unfurnished,Bachelors/Family,Super Area,"Anandapuri, Barrackpore",5000,,Kolkata,Contact Owner
2,420,1,1,Unfurnished,Bachelors,Carpet Area,Barasat,5000,,Kolkata,Contact Owner
3,1100,1,1,Unfurnished,Bachelors,Super Area,Rabindrapally Kestopur,12000,,Kolkata,Contact Owner
1,220,1,1,Unfurnished,Bachelors/Family,Super Area,Sodepur,3200,,Kolkata,Contact Owner
2,700,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Nungi More,8500,,Kolkata,Contact Owner
3,1200,2,2,Unfurnished,Bachelors/Family,Carpet Area,"Baishnabghata, Garia",16000,,Kolkata,Contact Agent
2,800,2,2,Unfurnished,Bachelors/Family,Carpet Area,Santoshpur - EM Bypass,14000,,Kolkata,Contact Owner
1,300,1,1,Furnished,Bachelors,Carpet Area,Bansdroni,8000,,Kolkata,Contact Agent
2,650,1,1,Unfurnished,Bachelors/Family,Carpet Area,Baruipur,7000,,Kolkata,Contact Owner
1,600,1,1,Furnished,Bachelors/Family,Super Area,Garia,8000,,Kolkata,Contact Owner
1,350,1,1,Unfurnished,Bachelors/Family,Super Area,Belghoria,3000,,Kolkata,Contact Owner
1,500,1,1,Unfurnished,Bachelors,Carpet Area,Nalta,3800,,Kolkata,Contact Owner
1,400,1,1,Unfurnished,Bachelors/Family,Super Area,"Vivek Nagar, Garfa",6500,,Kolkata,Contact Owner
3,1750,3,3,Semi-Furnished,Bachelors/Family,Super Area,Kalindi,20000,,Kolkata,Contact Owner
3,1600,2,2,Unfurnished,Bachelors/Family,Super Area,Ballygunge,30000,,Kolkata,Contact Owner
1,300,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Salt Lake City Sector 5,8000,,Kolkata,Contact Agent
2,1100,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Survey park, Santoshpur, kolkata",14000,,Kolkata,Contact Owner
2,830,1,1,Unfurnished,Bachelors/Family,Super Area,Sodepur,7200,,Kolkata,Contact Owner
2,600,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,2 BHK,7000,,Kolkata,Contact Owner
1,500,2,2,Unfurnished,Bachelors,Super Area,Baranagar,7000,,Kolkata,Contact Owner
2,900,1,1,Unfurnished,Bachelors/Family,Carpet Area,Dum Dum Cantonment,7500,,Kolkata,Contact Owner
2,1250,2,2,Unfurnished,Family,Carpet Area,Barasat,8500,,Kolkata,Contact Owner
2,700,1,1,Unfurnished,Bachelors,Carpet Area,Salt Lake City Sector 2,12000,,Kolkata,Contact Agent
1,850,2,2,Unfurnished,Bachelors,Carpet Area,Dakshineswar,8500,,Kolkata,Contact Owner
2,550,1,1,Unfurnished,Bachelors/Family,Carpet Area,"Garia Station, Garia",9500,,Kolkata,Contact Owner
2,550,2,2,Furnished,Bachelors/Family,Carpet Area,"New Garia Metro, New Garia",7500,,Kolkata,Contact Owner
2,1200,1,1,Unfurnished,Bachelors/Family,Super Area,Hati Bagan - Bansdroni,12000,,Kolkata,Contact Owner
3,1100,2,2,Unfurnished,Bachelors,Carpet Area,Salt Lake City Sector 2,20000,,Kolkata,Contact Agent
2,650,1,1,Semi-Furnished,Bachelors/Family,Super Area,Howrah,8500,,Kolkata,Contact Owner
3,1050,2,2,Unfurnished,Bachelors,Carpet Area,Salt Lake City Sector 2,20000,,Kolkata,Contact Agent
2,960,2,2,Semi-Furnished,Bachelors/Family,Super Area,Dum Dum,6000,,Kolkata,Contact Owner
2,650,2,2,Unfurnished,Bachelors/Family,Carpet Area,Joka,5500,,Kolkata,Contact Owner
1,550,1,1,Semi-Furnished,Bachelors/Family,Super Area,Kasba,7000,,Kolkata,Contact Owner
2,500,2,2,Semi-Furnished,Bachelors/Family,Super Area,Dum Dum Metro,7000,,Kolkata,Contact Owner
1,450,1,1,Unfurnished,Family,Super Area,"Baishnabghata Patuli Township, Patuli",6500,,Kolkata,Contact Owner
2,850,2,2,Unfurnished,Bachelors,Super Area,Agarpara,10000,,Kolkata,Contact Owner
1,300,1,1,Unfurnished,Bachelors/Family,Carpet Area,Dum Dum,5200,,Kolkata,Contact Agent
2,1000,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,"N.S.C Bose Road (Near Ushagate), New Alipore",13000,,Kolkata,Contact Owner
2,500,1,1,Unfurnished,Bachelors/Family,Carpet Area,Garia,7000,,Kolkata,Contact Owner
2,756,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Dashadron Newtown Rajarhat,12000,,Kolkata,Contact Owner
1,1000,1,1,Unfurnished,Bachelors/Family,Super Area,Barrackpore,15000,,Kolkata,Contact Owner
1,150,1,1,Unfurnished,Bachelors/Family,Carpet Area,Anandapur,5000,,Kolkata,Contact Owner
1,800,1,1,Unfurnished,Bachelors,Carpet Area,New town near ecopark .,8000,,Kolkata,Contact Owner
2,700,2,2,Unfurnished,Bachelors,Super Area,"Gandhi Colony, Netaji Nagar",8000,,Kolkata,Contact Agent
1,420,1,1,Unfurnished,Bachelors,Super Area,Em Bypass South East,5000,,Kolkata,Contact Owner
2,800,1,1,Unfurnished,Bachelors,Super Area,"Gandhi Colony, Netaji Nagar",10000,,Kolkata,Contact Agent
2,288,1,1,Unfurnished,Bachelors,Carpet Area,Kasba,12000,,Kolkata,Contact Owner
2,900,2,2,Unfurnished,Bachelors/Family,Super Area,"Teghoria, Baguiati",8000,,Kolkata,Contact Owner
2,850,2,2,Unfurnished,Bachelors,Carpet Area,Salt Lake City Sector 2,21000,,Kolkata,Contact Agent
1,350,1,1,Unfurnished,Bachelors,Carpet Area,Thakurpukur,5000,,Kolkata,Contact Owner
2,600,1,1,Unfurnished,Bachelors/Family,Super Area,Baghajatin,9000,,Kolkata,Contact Owner
2,1600,1,1,Semi-Furnished,Bachelors,Carpet Area,Kalyani,8000,,Kolkata,Contact Owner
2,986,1,1,Unfurnished,Bachelors,Carpet Area,Pranthik Society Library Road Bhadreswar,7000,,Kolkata,Contact Owner
3,1330,2,2,Unfurnished,Bachelors,Carpet Area,Salt Lake City Sector 2,35000,,Kolkata,Contact Agent
3,1300,2,2,Semi-Furnished,Bachelors/Family,Super Area,Lake Town,15000,,Kolkata,Contact Owner
2,800,1,1,Unfurnished,Bachelors,Carpet Area,Kestopur,6200,,Kolkata,Contact Owner
2,800,1,1,Unfurnished,Bachelors/Family,Carpet Area,Bijoygarh,9900,,Kolkata,Contact Owner
2,850,1,1,Unfurnished,Bachelors,Super Area,Baranagar,7000,,Kolkata,Contact Owner
1,322,1,1,Unfurnished,Bachelors/Family,Carpet Area,Dum Dum Metro,5000,,Kolkata,Contact Agent
2,800,1,1,Furnished,Bachelors/Family,Carpet Area,Agarpara,6500,,Kolkata,Contact Owner
4,1500,2,2,Unfurnished,Bachelors,Carpet Area,Salt Lake City Sector 1,40000,,Kolkata,Contact Agent
3,3500,2,2,Semi-Furnished,Bachelors/Family,Super Area,Salt Lake City,40000,,Kolkata,Contact Owner
2,957,2,2,Furnished,Bachelors,Carpet Area,Dasnagar,12000,,Kolkata,Contact Owner
1,850,1,1,Unfurnished,Bachelors,Carpet Area,Baksara,6500,,Kolkata,Contact Owner
2,900,2,2,Unfurnished,Bachelors,Carpet Area,Birati,10000,,Kolkata,Contact Owner
2,600,1,1,Semi-Furnished,Bachelors/Family,Super Area,Agarpara,15000,,Kolkata,Contact Owner
1,350,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Agarpara,5000,,Kolkata,Contact Owner
2,800,1,1,Unfurnished,Bachelors/Family,Super Area,Thakurpukur,7000,,Kolkata,Contact Owner
2,320,1,1,Unfurnished,Bachelors/Family,Carpet Area,"Baishnabghata Patuli, Patuli",6000,,Kolkata,Contact Owner
3,800,1,1,Unfurnished,Bachelors/Family,Carpet Area,Jyangra,15000,,Kolkata,Contact Owner
2,700,2,2,Semi-Furnished,Bachelors,Carpet Area,Baghajatin,10000,,Kolkata,Contact Owner
2,1200,2,2,Semi-Furnished,Bachelors/Family,Super Area,Salt Lake City Sector 1,22000,,Kolkata,Contact Agent
2,750,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Ramchandrapur north,8500,,Kolkata,Contact Owner
3,1200,3,3,Semi-Furnished,Bachelors/Family,Super Area,Salt Lake City Sector 1,35000,,Kolkata,Contact Agent
2,450,1,1,Unfurnished,Bachelors/Family,Carpet Area,"Gandhi Colony, Netaji Nagar",7000,,Kolkata,Contact Owner
3,1430,1,1,Semi-Furnished,Bachelors/Family,Super Area,Baguihati,8500,,Kolkata,Contact Owner
2,450,1,1,Unfurnished,Bachelors/Family,Super Area,Dum Dum Metro,6000,,Kolkata,Contact Agent
4,800,3,3,Semi-Furnished,Bachelors/Family,Super Area,Behala,35000,,Kolkata,Contact Owner
1,400,1,1,Unfurnished,Bachelors/Family,Super Area,Thakurpukur,6000,,Kolkata,Contact Owner
2,650,1,1,Unfurnished,Bachelors/Family,Super Area,"Garia Station, Garia",8000,,Kolkata,Contact Owner
1,450,1,1,Unfurnished,Bachelors/Family,Carpet Area,"Fartabad, Garia",5000,,Kolkata,Contact Owner
2,600,1,1,Unfurnished,Bachelors/Family,Super Area,Belgharia,6000,,Kolkata,Contact Owner
3,1200,2,2,Unfurnished,Family,Carpet Area,Lake Town,15000,,Kolkata,Contact Owner
2,700,1,1,Unfurnished,Bachelors,Carpet Area,Baguiati,9000,,Kolkata,Contact Owner
1,300,1,1,Unfurnished,Bachelors,Carpet Area,Barrackpore,5000,,Kolkata,Contact Agent
3,1200,3,3,Unfurnished,Bachelors/Family,Super Area,"Ramkrishna Pally, Kaikhali",8000,,Kolkata,Contact Owner
3,1300,2,2,Unfurnished,Bachelors,Carpet Area,Salt Lake City Sector 2,35000,,Kolkata,Contact Agent
1,400,1,1,Unfurnished,Bachelors/Family,Super Area,"Shyam Villa V, Dum Dum",5500,,Kolkata,Contact Agent
3,1320,2,2,Unfurnished,Bachelors,Carpet Area,Salt Lake City Sector 1,35000,,Kolkata,Contact Agent
2,1000,2,2,Furnished,Bachelors/Family,Super Area,"Anandapuri, Barrackpore",11000,,Kolkata,Contact Owner
2,700,1,1,Unfurnished,Bachelors,Carpet Area,"Sarat Ghosh Garden, Dhakuria",10000,,Kolkata,Contact Owner
2,800,2,2,Unfurnished,Bachelors/Family,Carpet Area,locality,6500,,Kolkata,Contact Owner
2,900,1,1,Furnished,Bachelors/Family,Super Area,Baguiati,6000,,Kolkata,Contact Owner
3,1700,2,2,Unfurnished,Bachelors/Family,Super Area,Salt Lake City,36125,,Kolkata,Contact Owner
2,600,1,1,Unfurnished,Bachelors,Carpet Area,Purba Putiary,6800,,Kolkata,Contact Owner
2,850,2,2,Unfurnished,Family,Carpet Area,Barasat,8500,,Kolkata,Contact Owner
2,550,1,1,Unfurnished,Bachelors,Carpet Area,Birati,5000,,Kolkata,Contact Owner
1,650,1,1,Furnished,Bachelors/Family,Carpet Area,"Garia Station, Garia",6500,,Kolkata,Contact Owner
1,800,1,1,Unfurnished,Bachelors/Family,Carpet Area,Santragachi,6500,,Kolkata,Contact Owner
2,475,1,1,Unfurnished,Bachelors/Family,Super Area,Birati,4500,,Kolkata,Contact Owner
1,200,1,1,Unfurnished,Bachelors/Family,Carpet Area,Salt Lake City Sector 5,6000,,Kolkata,Contact Agent
1,400,1,1,Unfurnished,Bachelors/Family,Carpet Area,Salt Lake City Sector 5,10000,,Kolkata,Contact Agent
1,500,1,1,Furnished,Bachelors/Family,Super Area,"Madurdaha, Hussainpur",12000,,Kolkata,Contact Agent
2,550,1,1,Unfurnished,Bachelors/Family,Carpet Area,Salt Lake City Sector 5,12000,,Kolkata,Contact Agent
2,800,1,1,Unfurnished,Bachelors/Family,Super Area,Dum Dum,12000,,Kolkata,Contact Owner
2,1000,2,2,Furnished,Bachelors/Family,Super Area,Airport Area Behala,9000,,Kolkata,Contact Owner
1,400,1,1,Semi-Furnished,Bachelors,Carpet Area,Sonarpur,5000,,Kolkata,Contact Owner
1,300,1,1,Unfurnished,Bachelors/Family,Carpet Area,"Picnic Garden, E M Bypass",6000,,Kolkata,Contact Agent
2,450,1,1,Unfurnished,Bachelors/Family,Carpet Area,Bisharpara,5500,,Kolkata,Contact Owner
2,450,1,1,Unfurnished,Bachelors/Family,Carpet Area,Bisharpara,5500,,Kolkata,Contact Owner
2,1100,2,2,Unfurnished,Bachelors/Family,Carpet Area,Nayabad,8500,,Kolkata,Contact Owner
1,450,1,1,Unfurnished,Bachelors/Family,Super Area,"Ananda Pally, Jadavpur",5000,,Kolkata,Contact Owner
2,1100,2,2,Unfurnished,Bachelors,Carpet Area,Salt Lake City Sector 2,23000,,Kolkata,Contact Owner
2,650,1,1,Unfurnished,Bachelors/Family,Carpet Area,Behala,5500,,Kolkata,Contact Owner
2,780,1,1,Unfurnished,Bachelors,Carpet Area,Airport Area,8500,,Kolkata,Contact Owner
3,1100,2,2,Semi-Furnished,Bachelors/Family,Super Area,Salt Lake City Sector 2,22000,,Kolkata,Contact Owner
1,800,1,1,Unfurnished,Bachelors/Family,Super Area,Barrackpore,5500,,Kolkata,Contact Owner
1,500,2,2,Semi-Furnished,Bachelors/Family,Super Area,Ranikuthi Telephone Exchange,7000,,Kolkata,Contact Agent
1,400,1,1,Unfurnished,Bachelors,Carpet Area,Hooghly-Chinsurah,5000,,Kolkata,Contact Owner
1,450,1,1,Unfurnished,Bachelors/Family,Carpet Area,"Bansdroni Mauza, Krishnanagar",5000,,Kolkata,Contact Owner
2,550,1,1,Unfurnished,Bachelors/Family,Super Area,Kaikhali,6500,,Kolkata,Contact Agent
2,600,1,1,Unfurnished,Bachelors/Family,Carpet Area,700051,8000,,Kolkata,Contact Owner
1,200,1,1,Unfurnished,Bachelors/Family,Super Area,Jodhpur Park,5500,,Kolkata,Contact Owner
2,500,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Purba Sinthi Area,6000,,Kolkata,Contact Owner
1,450,1,1,Unfurnished,Bachelors,Carpet Area,Kadam Tala,5500,,Kolkata,Contact Owner
2,1050,2,2,Unfurnished,Bachelors/Family,Super Area,Baidyabati,10000,,Kolkata,Contact Owner
3,1000,2,2,Unfurnished,Bachelors,Carpet Area,Bansdroni,10000,,Kolkata,Contact Owner
2,1200,2,2,Semi-Furnished,Bachelors/Family,Super Area,Sodepur,10000,,Kolkata,Contact Owner
3,1100,2,2,Semi-Furnished,Family,Super Area,Jagacha,12000,,Kolkata,Contact Owner
1,220,1,1,Unfurnished,Bachelors/Family,Super Area,New Town,5200,,Kolkata,Contact Owner
1,350,1,1,Unfurnished,Bachelors/Family,Super Area,Behala,4000,,Kolkata,Contact Owner
3,1100,1,1,Unfurnished,Bachelors,Carpet Area,FC Block,30000,,Kolkata,Contact Owner
2,800,1,1,Unfurnished,Bachelors/Family,Super Area,Sodepur,5146,,Kolkata,Contact Owner
2,950,1,1,Unfurnished,Bachelors/Family,Super Area,"Satgachi, South Dum Dum",12000,,Kolkata,Contact Owner
3,1200,1,1,Unfurnished,Bachelors/Family,Super Area,Hooghly-Chinsurah,7000,,Kolkata,Contact Owner
2,700,1,1,Semi-Furnished,Bachelors/Family,Super Area,Behala,8500,,Kolkata,Contact Owner
1,500,1,1,Unfurnished,Bachelors/Family,Super Area,"AH Block, Salt Lake",7000,,Kolkata,Contact Owner
2,570,1,1,Unfurnished,Bachelors/Family,Super Area,"Dhakuria -South East, Dhakuria",9500,,Kolkata,Contact Owner
2,650,1,1,Unfurnished,Bachelors/Family,Super Area,Baghajatin,8000,,Kolkata,Contact Owner
3,1200,3,3,Unfurnished,Bachelors/Family,Super Area,Tollygunge,15000,,Kolkata,Contact Owner
5,960,2,2,Unfurnished,Bachelors/Family,Super Area,Kasba,22500,,Kolkata,Contact Owner
2,1250,2,2,Semi-Furnished,Bachelors/Family,Super Area,Rajarhat,12500,,Kolkata,Contact Owner
3,120,2,2,Furnished,Bachelors/Family,Super Area,CA 150 sector 1 saltlake,34000,,Kolkata,Contact Owner
3,950,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Kaikhali,14000,,Kolkata,Contact Owner
1,600,1,1,Unfurnished,Bachelors/Family,Carpet Area,Salt Lake City Sector 5,9500,,Kolkata,Contact Agent
2,750,1,1,Unfurnished,Bachelors/Family,Super Area,Baughati,7000,,Kolkata,Contact Owner
3,1200,2,2,Unfurnished,Bachelors/Family,Super Area,Bansdroni,20000,,Kolkata,Contact Owner
1,400,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Salt Lake City Sector 5,6500,,Kolkata,Contact Agent
1,600,1,1,Furnished,Bachelors/Family,Carpet Area,Garfa,7500,,Kolkata,Contact Owner
2,700,1,1,Unfurnished,Bachelors/Family,Super Area,Dum Dum,6500,,Kolkata,Contact Owner
2,850,1,1,Semi-Furnished,Bachelors/Family,Super Area,Baguiati,9500,,Kolkata,Contact Owner
1,500,1,1,Semi-Furnished,Bachelors/Family,Super Area,Shyam Bazar,1800,,Kolkata,Contact Owner
2,650,1,1,Unfurnished,Bachelors/Family,Carpet Area,Baghajatin,7500,,Kolkata,Contact Owner
2,800,2,2,Semi-Furnished,Bachelors/Family,Super Area,Bansdroni,10000,,Kolkata,Contact Owner
